gisjoin,year,n_married,n_divorced,n_elderly,n_elderly_nonrel,mean_nchild,divorce_ratio,elderly_alone_share
G4701.00,1850,0.0,0.0,174.0,7.0,3.5132325141776937,,0.0402298850574712
G4703.00,1850,0.0,0.0,429.0,14.0,3.473979782852864,,0.0326340326340326
G4701310,1850,0.0,0.0,74.0,6.0,3.3267857142857142,,0.081081081081081
G4701390,1850,0.0,0.0,123.0,9.0,3.388,,0.073170731707317
G4701470,1850,0.0,0.0,329.0,12.0,3.366767983789261,,0.0364741641337386
G4701490,1850,0.0,0.0,466.0,21.0,3.294075660242684,,0.0450643776824034
G4701570,1850,0.0,0.0,151.0,13.0,2.6723891273247498,,0.086092715231788
G4701590,1850,0.0,0.0,376.0,14.0,3.4126455906821964,,0.0372340425531914
G4701650,1850,0.0,0.0,377.0,20.0,3.2366626554352185,,0.053050397877984
G4701750,1850,0.0,0.0,69.0,3.0,3.861111111111111,,0.0434782608695652
G4701770,1850,0.0,0.0,214.0,11.0,3.578402366863905,,0.0514018691588785
G4701790,1850,0.0,0.0,378.0,9.0,3.3465255407271055,,0.0238095238095238
G4701810,1850,0.0,0.0,149.0,7.0,3.5191029900332227,,0.046979865771812
G4701870,1850,0.0,0.0,435.0,18.0,3.205596107055961,,0.0413793103448275
G4701890,1850,0.0,0.0,585.0,23.0,3.4312839059674505,,0.0393162393162393
G4801.00,1850,0.0,0.0,25.0,0.0,3.3583333333333334,,0.0
G4805.00,1850,0.0,0.0,11.0,0.0,3.355828220858896,,0.0
G48021.0,1850,0.0,0.0,17.0,0.0,3.0102827763496145,,0.0
G48029.0,1850,0.0,0.0,67.0,12.0,1.7250889679715302,,0.1791044776119403
G48041.0,1850,0.0,0.0,2.0,1.0,3.2948717948717947,,0.5
G48051.0,1850,0.0,0.0,20.0,0.0,2.883408071748879,,0.0
G48055.0,1850,0.0,0.0,9.0,2.0,3.4176470588235293,,0.2222222222222222
G48061.0,1850,0.0,0.0,68.0,11.0,2.1806451612903226,,0.1617647058823529
G48073.0,1850,0.0,0.0,49.0,1.0,3.478211009174312,,0.0204081632653061
G48091.0,1850,0.0,0.0,9.0,1.0,2.005730659025788,,0.1111111111111111
G4801130,1850,0.0,0.0,28.0,1.0,3.197752808988764,,0.0357142857142857
G4801230,1850,0.0,0.0,12.0,1.0,2.6157205240174672,,0.0833333333333333
G4801390,1850,0.0,0.0,8.0,1.0,3.30188679245283,,0.125
G4801470,1850,0.0,0.0,29.0,4.0,3.3012295081967213,,0.1379310344827586
G4801570,1850,0.0,0.0,9.0,1.0,2.179190751445087,,0.1111111111111111
G4801870,1850,0.0,0.0,7.0,0.0,2.3564356435643563,,0.0
G4801710,1850,0.0,0.0,6.0,0.0,1.6946564885496185,,0.0
G4801770,1850,0.0,0.0,4.0,0.0,2.375,,0.0
G4801810,1850,0.0,0.0,12.0,1.0,3.50561797752809,,0.0833333333333333
G4801850,1850,0.0,0.0,19.0,1.0,2.840095465393795,,0.0526315789473684
G4802010,1850,0.0,0.0,23.0,1.0,2.028186274509804,,0.0434782608695652
G4802130,1850,0.0,0.0,7.0,1.0,3.497354497354497,,0.1428571428571428
G4802250,1850,0.0,0.0,23.0,0.0,3.252173913043478,,0.0
G4802390,1850,0.0,0.0,7.0,0.0,2.849056603773585,,0.0
G4802570,1850,0.0,0.0,4.0,0.0,3.3035714285714284,,0.0
G4802850,1850,0.0,0.0,12.0,0.0,2.963917525773196,,0.0
G4802890,1850,0.0,0.0,10.0,2.0,2.859030837004405,,0.2
G4803310,1850,0.0,0.0,14.0,1.0,3.1918465227817747,,0.0714285714285714
G4803390,1850,0.0,0.0,15.0,0.0,2.737037037037037,,0.0
G4803490,1850,0.0,0.0,9.0,0.0,3.0642201834862384,,0.0
G4803510,1850,0.0,0.0,21.0,1.0,3.403669724770642,,0.0476190476190476
G4803550,1850,0.0,0.0,3.0,1.0,1.5488721804511278,,0.3333333333333333
G4803730,1850,0.0,0.0,18.0,1.0,2.906896551724138,,0.0555555555555555
G4803910,1850,0.0,0.0,0.0,0.0,2.259259259259259,,
G4804030,1850,0.0,0.0,25.0,0.0,2.879432624113475,,0.0
G4804050,1850,0.0,0.0,23.0,1.0,3.5,,0.0434782608695652
G4804090,1850,0.0,0.0,5.0,0.0,2.6052631578947367,,0.0
G4804190,1850,0.0,0.0,34.0,5.0,3.2717190388170057,,0.1470588235294117
G4804230,1850,0.0,0.0,37.0,3.0,3.4707846410684473,,0.081081081081081
G4804530,1850,0.0,0.0,18.0,0.0,2.917874396135266,,0.0
G4804570,1850,0.0,0.0,17.0,0.0,3.1908396946564888,,0.0
G4804690,1850,0.0,0.0,15.0,2.0,1.914012738853503,,0.1333333333333333
G4804710,1850,0.0,0.0,28.0,2.0,3.058315334773218,,0.0714285714285714
G4804810,1850,0.0,0.0,2.0,0.0,2.1121495327102804,,0.0
G4804910,1850,0.0,0.0,14.0,0.0,3.213675213675214,,0.0
G49011.0,1850,0.0,0.0,9.0,0.0,2.5619047619047617,,0.0
G49039.0,1850,0.0,0.0,3.0,0.0,3.2903225806451615,,0.0
G49045.0,1850,0.0,0.0,1.0,0.0,2.3125,,0.0
G51071.0,1850,0.0,0.0,148.0,6.0,3.628635346756152,,0.0405405405405405
G51075.0,1850,0.0,0.0,196.0,20.0,2.5946261682242993,,0.1020408163265306
G54025.0,1850,0.0,0.0,248.0,15.0,3.405743740795287,,0.0604838709677419
G51081.0,1850,0.0,0.0,52.0,3.0,2.3989501312335957,,0.0576923076923076
G51083.0,1850,0.0,0.0,412.0,16.0,2.902393242609104,,0.0388349514563106
G51085.0,1850,0.0,0.0,237.0,13.0,2.5760869565217392,,0.0548523206751054
G51093.0,1850,0.0,0.0,160.0,12.0,2.4339622641509435,,0.075
G51097.0,1850,0.0,0.0,142.0,8.0,2.561784897025172,,0.056338028169014
G5101030,1850,0.0,0.0,47.0,3.0,2.279126213592233,,0.0638297872340425
G5101070,1850,0.0,0.0,517.0,39.0,2.8492537313432837,,0.0754352030947775
G5101110,1850,0.0,0.0,180.0,11.0,2.90375,,0.0611111111111111
G54049.0,1850,0.0,0.0,247.0,9.0,3.4935138183869148,,0.0364372469635627
G54051.0,1850,0.0,0.0,254.0,9.0,3.4925550923168553,,0.0354330708661417
G5101250,1850,0.0,0.0,342.0,26.0,2.8309503784693018,,0.0760233918128654
G5101270,1850,0.0,0.0,59.0,3.0,2.349904397705545,,0.0508474576271186
G5101290,1850,0.0,0.0,401.0,50.0,2.2780145399849587,,0.1246882793017456
G5101310,1850,0.0,0.0,77.0,13.0,2.4501557632398754,,0.1688311688311688
G54069.0,1850,0.0,0.0,317.0,17.0,2.7730101539469376,,0.0536277602523659
G5101370,1850,0.0,0.0,167.0,8.0,2.8739612188365653,,0.0479041916167664
G5101410,1850,0.0,0.0,228.0,10.0,3.3043478260869565,,0.043859649122807
G54071.0,1850,0.0,0.0,158.0,5.0,3.557823129251701,,0.0316455696202531
G54075.0,1850,0.0,0.0,100.0,4.0,3.5549450549450547,,0.04
G5101450,1850,0.0,0.0,121.0,12.0,2.7221095334685597,,0.0991735537190082
G54077.0,1850,0.0,0.0,192.0,12.0,3.4065510597302504,,0.0625
G5101470,1850,0.0,0.0,159.0,7.0,2.8155844155844156,,0.0440251572327044
G5101490,1850,0.0,0.0,106.0,7.0,2.311627906976744,,0.0660377358490566
G5101510,1850,0.0,0.0,56.0,2.0,2.322834645669291,,0.0357142857142857
G5101550,1850,0.0,0.0,101.0,6.0,3.4479338842975205,,0.0594059405940594
G54081.0,1850,0.0,0.0,33.0,3.0,3.557823129251701,,0.0909090909090909
G54083.0,1850,0.0,0.0,115.0,3.0,3.5364396654719235,,0.0260869565217391
G5101570,1850,0.0,0.0,245.0,8.0,3.2969885773624092,,0.0326530612244898
G54085.0,1850,0.0,0.0,74.0,2.0,3.639876352395672,,0.027027027027027
G5101610,1850,0.0,0.0,174.0,9.0,3.6295045045045047,,0.0517241379310344
G0107.00,1860,0.0,0.0,170.0,8.0,3.244134897360704,,0.0470588235294117
G01013.0,1860,0.0,0.0,199.0,4.0,3.07319587628866,,0.0201005025125628
G01015.0,1860,0.0,0.0,319.0,17.0,3.241496598639456,,0.0532915360501567
G01023.0,1860,0.0,0.0,118.0,5.0,3.003225806451613,,0.0423728813559322
G01031.0,1860,0.0,0.0,146.0,9.0,3.55465884079237,,0.0616438356164383
G01045.0,1860,0.0,0.0,167.0,5.0,3.5949367088607596,,0.029940119760479
G01047.0,1860,0.0,0.0,151.0,16.0,2.549719887955182,,0.1059602649006622
G01049.0,1860,0.0,0.0,159.0,1.0,3.524831391784182,,0.0062893081761006
G01063.0,1860,0.0,0.0,129.0,7.0,2.606652205350687,,0.0542635658914728
G01067.0,1860,0.0,0.0,147.0,6.0,3.131346578366446,,0.0408163265306122
G01073.0,1860,0.0,0.0,187.0,3.0,3.573607427055703,,0.0160427807486631
G01079.0,1860,0.0,0.0,142.0,7.0,3.1705364291433145,,0.0492957746478873
G01087.0,1860,0.0,0.0,121.0,3.0,2.826575171553338,,0.024793388429752
G01091.0,1860,0.0,0.0,136.0,5.0,2.6001472754050075,,0.0367647058823529
G01093.0,1860,0.0,0.0,195.0,5.0,3.540097205346294,,0.0256410256410256
G01095.0,1860,0.0,0.0,158.0,8.0,3.347102342786683,,0.050632911392405
G01097.0,1860,0.0,0.0,322.0,34.0,1.9862312444836716,,0.1055900621118012
G0101010,1860,0.0,0.0,171.0,14.0,2.5619584055459272,,0.0818713450292397
G0101030,1860,0.0,0.0,140.0,8.0,3.158753709198813,,0.0571428571428571
G0101050,1860,0.0,0.0,209.0,6.0,3.0,,0.0287081339712918
G0101090,1860,0.0,0.0,259.0,16.0,3.380550458715596,,0.0617760617760617
G0101130,1860,0.0,0.0,199.0,8.0,2.965260545905707,,0.0402010050251256
G0101170,1860,0.0,0.0,140.0,4.0,3.3763966480446927,,0.0285714285714285
G0101190,1860,0.0,0.0,89.0,3.0,2.5825156110615524,,0.0337078651685393
G0101210,1860,0.0,0.0,234.0,8.0,3.288405190456258,,0.0341880341880341
G0101230,1860,0.0,0.0,331.0,5.0,3.333220682663062,,0.0151057401812688
G0101250,1860,0.0,0.0,311.0,10.0,2.4374346462181946,,0.0321543408360128
G0101270,1860,0.0,0.0,127.0,7.0,3.572337042925278,,0.0551181102362204
G06077.0,1860,0.0,0.0,55.0,5.0,1.741795665634675,,0.0909090909090909
G06083.0,1860,0.0,0.0,33.0,6.0,2.8480392156862746,,0.1818181818181818
G06087.0,1860,0.0,0.0,41.0,4.0,1.7898209236569274,,0.0975609756097561
G06095.0,1860,0.0,0.0,44.0,8.0,1.5683794466403165,,0.1818181818181818
G06099.0,1860,0.0,0.0,10.0,0.0,0.8614564831261101,,0.0
G0601010,1860,0.0,0.0,12.0,3.0,1.1788079470198676,,0.25
G0601130,1860,0.0,0.0,20.0,0.0,1.5355129650507329,,0.0
G0601150,1860,0.0,0.0,71.0,21.0,0.5839807125636217,,0.2957746478873239
G0905.00,1860,0.0,0.0,2778.0,214.0,1.9149928991681884,,0.0770338372930165
G0909.00,1860,0.0,0.0,3566.0,285.0,1.9331188353816129,,0.0799214806505888
G13051.0,1860,0.0,0.0,234.0,21.0,1.8324022346368716,,0.0897435897435897
G13053.0,1860,0.0,0.0,76.0,5.0,2.864864864864865,,0.0657894736842105
G13055.0,1860,0.0,0.0,108.0,3.0,3.4738041002277904,,0.0277777777777777
G13057.0,1860,0.0,0.0,238.0,4.0,2.9786585365853657,,0.0168067226890756
G13059.0,1860,0.0,0.0,170.0,8.0,2.9692154915590865,,0.0470588235294117
G13063.0,1860,0.0,0.0,69.0,2.0,3.5128205128205128,,0.0289855072463768
G13065.0,1860,0.0,0.0,35.0,4.0,3.8585858585858586,,0.1142857142857142
G13069.0,1860,0.0,0.0,42.0,0.0,3.580821917808219,,0.0
G13073.0,1860,0.0,0.0,96.0,6.0,2.5082644628099175,,0.0625
G13093.0,1860,0.0,0.0,79.0,2.0,3.2050663449939685,,0.0253164556962025
G13095.0,1860,0.0,0.0,16.0,3.0,1.8373493975903616,,0.1875
G1301010,1860,0.0,0.0,20.0,0.0,3.6302083333333335,,0.0
G1301050,1860,0.0,0.0,152.0,8.0,2.925966850828729,,0.0526315789473684
G1301070,1860,0.0,0.0,60.0,3.0,3.539308176100629,,0.05
G1301110,1860,0.0,0.0,112.0,9.0,3.316742081447964,,0.0803571428571428
G1301150,1860,0.0,0.0,175.0,12.0,3.1543007222587,,0.0685714285714285
G1301170,1860,0.0,0.0,162.0,4.0,3.11576354679803,,0.0246913580246913
G1301190,1860,0.0,0.0,151.0,1.0,3.2697547683923704,,0.0066225165562913
G1301250,1860,0.0,0.0,37.0,4.0,2.7666666666666666,,0.1081081081081081
G1301290,1860,0.0,0.0,164.0,9.0,3.3109182935647143,,0.0548780487804878
G1301370,1860,0.0,0.0,157.0,5.0,3.2315010570824523,,0.0318471337579617
G1301410,1860,0.0,0.0,117.0,5.0,2.20814479638009,,0.0427350427350427
G1301430,1860,0.0,0.0,72.0,5.0,3.3157894736842106,,0.0694444444444444
G1301490,1860,0.0,0.0,82.0,4.0,3.4906832298136647,,0.048780487804878
G1301530,1860,0.0,0.0,95.0,3.0,2.7221621621621623,,0.031578947368421
G1301590,1860,0.0,0.0,121.0,3.0,2.8030942334739803,,0.024793388429752
G1301670,1860,0.0,0.0,41.0,1.0,3.708823529411765,,0.024390243902439
G1301750,1860,0.0,0.0,67.0,1.0,3.25705329153605,,0.0149253731343283
G1301770,1860,0.0,0.0,21.0,3.0,2.480349344978166,,0.1428571428571428
G1301790,1860,0.0,0.0,53.0,2.0,2.834061135371179,,0.0377358490566037
G1301810,1860,0.0,0.0,66.0,3.0,2.93,,0.0454545454545454
G1301930,1860,0.0,0.0,91.0,5.0,3.0926216640502355,,0.0549450549450549
G1301970,1860,0.0,0.0,93.0,3.0,3.190265486725664,,0.032258064516129
G1301990,1860,0.0,0.0,153.0,9.0,3.0656436487638534,,0.0588235294117647
G1302010,1860,0.0,0.0,17.0,2.0,2.9710982658959537,,0.1176470588235294
G1302030,1860,0.0,0.0,97.0,4.0,2.9045092838196287,,0.0412371134020618
G1302070,1860,0.0,0.0,187.0,9.0,2.926032660902978,,0.0481283422459893
G1302090,1860,0.0,0.0,42.0,1.0,3.2844574780058653,,0.0238095238095238
G1302130,1860,0.0,0.0,96.0,4.0,3.4575569358178053,,0.0416666666666666
G1302150,1860,0.0,0.0,202.0,17.0,2.2227003765465305,,0.0841584158415841
G1302170,1860,0.0,0.0,199.0,5.0,3.1116902457185405,,0.0251256281407035
G1302210,1860,0.0,0.0,114.0,3.0,2.9813084112149535,,0.0263157894736842
G1302230,1860,0.0,0.0,130.0,2.0,3.197267292912041,,0.0153846153846153
G1302270,1860,0.0,0.0,98.0,1.0,3.1017964071856285,,0.010204081632653
G1302290,1860,0.0,0.0,21.0,2.0,2.973941368078176,,0.0952380952380952
G1302310,1860,0.0,0.0,148.0,3.0,3.1785714285714284,,0.0202702702702702
G1302330,1860,0.0,0.0,50.0,2.0,2.973756906077348,,0.04
G1302370,1860,0.0,0.0,100.0,8.0,2.8606403013182673,,0.08
G1302390,1860,0.0,0.0,33.0,3.0,2.9907120743034055,,0.0909090909090909
G1302410,1860,0.0,0.0,77.0,5.0,3.3390151515151514,,0.0649350649350649
G1302430,1860,0.0,0.0,92.0,4.0,3.175339366515837,,0.0434782608695652
G1302450,1860,0.0,0.0,246.0,19.0,2.1718253968253967,,0.0772357723577235
G1302550,1860,0.0,0.0,114.0,6.0,3.0141342756183747,,0.0526315789473684
G1302650,1860,0.0,0.0,69.0,5.0,2.584848484848485,,0.072463768115942
G1302670,1860,0.0,0.0,75.0,3.0,3.3445825932504443,,0.04
G1302690,1860,0.0,0.0,75.0,4.0,3.1890625,,0.0533333333333333
G1302710,1860,0.0,0.0,38.0,1.0,3.5915032679738563,,0.0263157894736842
G1302730,1860,0.0,0.0,45.0,4.0,2.824193548387097,,0.0888888888888888
G1302750,1860,0.0,0.0,63.0,0.0,1.6092037983929877,,0.0
G1302850,1860,0.0,0.0,122.0,6.0,3.025837320574163,,0.0491803278688524
G1302890,1860,0.0,0.0,79.0,5.0,2.827027027027027,,0.0632911392405063
G1302910,1860,0.0,0.0,106.0,3.0,3.487248322147651,,0.0283018867924528
G1302930,1860,0.0,0.0,150.0,3.0,3.123456790123457,,0.02
G1302950,1860,0.0,0.0,184.0,5.0,3.4199726402188784,,0.0271739130434782
G1302970,1860,0.0,0.0,199.0,6.0,2.9465020576131686,,0.0301507537688442
G1303010,1860,0.0,0.0,114.0,6.0,2.95771144278607,,0.0526315789473684
G1302990,1860,0.0,0.0,23.0,3.0,3.2222222222222223,,0.1304347826086956
G17057.0,1860,0.0,0.0,633.0,31.0,2.9834273022381685,,0.0489731437598736
G17059.0,1860,0.0,0.0,119.0,12.0,2.9531700288184437,,0.1008403361344537
G17073.0,1860,0.0,0.0,292.0,14.0,2.534370946822309,,0.047945205479452
G17065.0,1860,0.0,0.0,138.0,14.0,3.2788697788697787,,0.1014492753623188
G17069.0,1860,0.0,0.0,54.0,4.0,3.1666666666666665,,0.074074074074074
G17081.0,1860,0.0,0.0,172.0,11.0,3.1662303664921465,,0.063953488372093
G17085.0,1860,0.0,0.0,411.0,33.0,2.6930335274041357,,0.0802919708029197
G17087.0,1860,0.0,0.0,130.0,7.0,2.967058823529412,,0.0538461538461538
G17089.0,1860,0.0,0.0,611.0,44.0,2.4307234191627254,,0.072013093289689
G17099.0,1860,0.0,0.0,738.0,63.0,2.5142920946851275,,0.0853658536585365
G1701010,1860,0.0,0.0,118.0,9.0,2.905456852791878,,0.0762711864406779
G1701070,1860,0.0,0.0,137.0,14.0,2.5416837782340864,,0.1021897810218978
G1701110,1860,0.0,0.0,454.0,30.0,2.656434184675835,,0.066079295154185
G1701150,1860,0.0,0.0,151.0,13.0,2.7359900373599,,0.086092715231788
G1701770,1860,0.0,0.0,402.0,26.0,2.869446962828649,,0.0646766169154228
G1701810,1860,0.0,0.0,156.0,9.0,2.836272040302267,,0.0576923076923076
G1701790,1860,0.0,0.0,317.0,22.0,2.7138690002651815,,0.0694006309148265
G1701830,1860,0.0,0.0,271.0,21.0,2.886478454680535,,0.077490774907749
G1701850,1860,0.0,0.0,118.0,10.0,3.0903474903474906,,0.0847457627118644
G1701910,1860,0.0,0.0,166.0,6.0,3.3260766682442027,,0.036144578313253
G1701930,1860,0.0,0.0,195.0,12.0,2.9910714285714284,,0.0615384615384615
G1702030,1860,0.0,0.0,212.0,18.0,2.8596642272922943,,0.0849056603773584
G1801.00,1860,0.0,0.0,153.0,10.0,3.1912602913236228,,0.065359477124183
G1803.00,1860,0.0,0.0,377.0,19.0,2.878633150039277,,0.0503978779840848
G1805.00,1860,0.0,0.0,329.0,22.0,2.9661774090619017,,0.0668693009118541
G1809.00,1860,0.0,0.0,71.0,4.0,3.033376123234917,,0.056338028169014
G18015.0,1860,0.0,0.0,220.0,21.0,2.7040562913907285,,0.0954545454545454
G18017.0,1860,0.0,0.0,224.0,14.0,2.990311418685121,,0.0625
G18021.0,1860,0.0,0.0,200.0,12.0,3.015880217785844,,0.06
G18025.0,1860,0.0,0.0,125.0,4.0,3.1865357643758765,,0.032
G18035.0,1860,0.0,0.0,278.0,8.0,3.117229129662522,,0.0287769784172661
G1801090,1860,0.0,0.0,309.0,12.0,2.9605844376486576,,0.0388349514563106
G1801190,1860,0.0,0.0,280.0,16.0,3.195479777954005,,0.0571428571428571
G1801210,1860,0.0,0.0,271.0,14.0,3.0406238665215812,,0.051660516605166
G1801230,1860,0.0,0.0,160.0,12.0,2.7067075843928103,,0.075
G1801250,1860,0.0,0.0,149.0,9.0,3.080246913580247,,0.0604026845637583
G1801270,1860,0.0,0.0,159.0,6.0,2.472098765432099,,0.0377358490566037
G1801290,1860,0.0,0.0,213.0,13.0,2.7207300275482096,,0.0610328638497652
G1801330,1860,0.0,0.0,435.0,10.0,3.149169715733183,,0.0229885057471264
G1801350,1860,0.0,0.0,353.0,15.0,2.977561263655152,,0.0424929178470254
G1801370,1860,0.0,0.0,471.0,23.0,3.09148812970469,,0.048832271762208
G1801470,1860,0.0,0.0,195.0,14.0,2.9516250944822375,,0.0717948717948717
G1801490,1860,0.0,0.0,24.0,1.0,3.020304568527919,,0.0416666666666666
G1801550,1860,0.0,0.0,360.0,22.0,2.9892376681614348,,0.0611111111111111
G1801590,1860,0.0,0.0,121.0,4.0,3.098273572377158,,0.0330578512396694
G1801630,1860,0.0,0.0,278.0,15.0,2.256308100929615,,0.0539568345323741
G1801710,1860,0.0,0.0,179.0,7.0,2.7984409799554566,,0.0391061452513966
G1901110,1860,0.0,0.0,426.0,26.0,2.7437028865600293,,0.0610328638497652
G1901150,1860,0.0,0.0,122.0,15.0,3.0176470588235293,,0.1229508196721311
G1901130,1860,0.0,0.0,241.0,19.0,2.8567251461988303,,0.0788381742738589
G1901330,1860,0.0,0.0,9.0,2.0,2.728476821192053,,0.2222222222222222
G1901510,1860,0.0,0.0,1.0,0.0,2.6,,0.0
G1901290,1860,0.0,0.0,44.0,1.0,2.8954489544895448,,0.0227272727272727
G1901350,1860,0.0,0.0,129.0,7.0,3.357620320855615,,0.0542635658914728
G1901370,1860,0.0,0.0,9.0,0.0,2.9502262443438916,,0.0
G1901570,1860,0.0,0.0,62.0,4.0,2.989503816793893,,0.064516129032258
G1901710,1860,0.0,0.0,52.0,2.0,2.945066124109868,,0.0384615384615384
G1901810,1860,0.0,0.0,129.0,7.0,3.301003344481605,,0.0542635658914728
G1901750,1860,0.0,0.0,19.0,0.0,2.6333333333333333,,0.0
G1901770,1860,0.0,0.0,270.0,8.0,3.000653167864141,,0.0296296296296296
G1901890,1860,0.0,0.0,4.0,0.0,2.0526315789473686,,0.0
G1901910,1860,0.0,0.0,205.0,16.0,2.870422535211268,,0.0780487804878048
G1901930,1860,0.0,0.0,10.0,2.0,1.9473684210526316,,0.2
G19033.0,1860,0.0,0.0,16.0,1.0,2.3820754716981134,,0.0625
G1901970,1860,0.0,0.0,9.0,1.0,2.92,,0.1111111111111111
G1901830,1860,0.0,0.0,190.0,10.0,2.957510249720462,,0.0526315789473684
G2001.00,1860,0.0,0.0,13.0,0.0,2.5743589743589745,,0.0
G2003.00,1860,0.0,0.0,15.0,2.0,2.6385281385281387,,0.1333333333333333
G20011.0,1860,0.0,0.0,69.0,2.0,2.774606872451951,,0.0289855072463768
G20013.0,1860,0.0,0.0,16.0,0.0,2.506666666666667,,0.0
G20017.0,1860,0.0,0.0,7.0,0.0,2.221590909090909,,0.0
G20027.0,1860,0.0,0.0,2.0,0.0,1.8,,0.0
G20031.0,1860,0.0,0.0,26.0,2.0,2.489130434782609,,0.0769230769230769
G20061.0,1860,0.0,0.0,6.0,1.0,1.6623376623376624,,0.1666666666666666
G20041.0,1860,0.0,0.0,3.0,0.0,1.3655913978494625,,0.0
G0809990,1860,0.0,0.0,23.0,8.0,0.133703481392557,,0.3478260869565217
G2001330,1860,0.0,0.0,0.0,0.0,2.25,,
G20059.0,1860,0.0,0.0,36.0,5.0,2.349436392914654,,0.1388888888888889
G20087.0,1860,0.0,0.0,20.0,2.0,2.740514075887393,,0.1
G20021.0,1860,0.0,0.0,12.0,1.0,2.8992805755395685,,0.0833333333333333
G2001110,1860,0.0,0.0,1.0,0.0,2.6693548387096775,,0.0
G2001170,1860,0.0,0.0,8.0,2.0,2.2748414376321353,,0.25
G2001270,1860,0.0,0.0,1.0,0.0,2.1785714285714284,,0.0
G2001310,1860,0.0,0.0,16.0,0.0,2.147874306839187,,0.0
G2001970,1860,0.0,0.0,2.0,0.0,1.5807560137457044,,0.0
G2001610,1860,0.0,0.0,8.0,1.0,1.9056603773584904,,0.125
G2002010,1860,0.0,0.0,2.0,0.0,2.1012658227848102,,0.0
G2002070,1860,0.0,0.0,10.0,0.0,2.359621451104101,,0.0
G20073.0,1860,0.0,0.0,7.0,0.0,2.298245614035088,,0.0
G2002050,1860,0.0,0.0,0.0,0.0,1.375,,
G2002090,1860,0.0,0.0,17.0,0.0,2.077071290944123,,0.0
G2103.00,1860,0.0,0.0,182.0,7.0,3.0568345323741006,,0.0384615384615384
G2107.00,1860,0.0,0.0,87.0,7.0,3.16295025728988,,0.0804597701149425
G2109.00,1860,0.0,0.0,345.0,17.0,3.202247191011236,,0.0492753623188405
G21011.0,1860,0.0,0.0,242.0,15.0,3.0368876080691645,,0.0619834710743801
G21019.0,1860,0.0,0.0,78.0,6.0,3.2517985611510793,,0.0769230769230769
G21023.0,1860,0.0,0.0,265.0,9.0,3.060457516339869,,0.0339622641509433
G2101410,1860,0.0,0.0,305.0,18.0,2.973401773215119,,0.0590163934426229
G2101430,1860,0.0,0.0,59.0,3.0,3.094650205761317,,0.0508474576271186
G2101450,1860,0.0,0.0,85.0,4.0,2.7478433974784338,,0.0470588235294117
G2101510,1860,0.0,0.0,389.0,26.0,3.0301944728761514,,0.0668380462724935
G2101530,1860,0.0,0.0,44.0,2.0,3.437074829931973,,0.0454545454545454
G2101570,1860,0.0,0.0,106.0,2.0,3.202401372212693,,0.0188679245283018
G2101630,1860,0.0,0.0,128.0,5.0,3.2162615255658005,,0.0390625
G2101670,1860,0.0,0.0,314.0,17.0,3.0482796892341844,,0.054140127388535
G2101710,1860,0.0,0.0,197.0,8.0,3.150957290132548,,0.0406091370558375
G2101730,1860,0.0,0.0,180.0,11.0,2.980549199084668,,0.0611111111111111
G2101750,1860,0.0,0.0,157.0,7.0,3.748266296809986,,0.0445859872611464
G2101790,1860,0.0,0.0,397.0,35.0,2.9250585480093676,,0.08816120906801
G2101890,1860,0.0,0.0,87.0,4.0,3.515837104072398,,0.0459770114942528
G2101930,1860,0.0,0.0,61.0,1.0,3.650231124807396,,0.0163934426229508
G2101990,1860,0.0,0.0,356.0,17.0,3.5525920360631105,,0.047752808988764
G2102030,1860,0.0,0.0,150.0,6.0,3.128260869565217,,0.04
G2102070,1860,0.0,0.0,135.0,7.0,3.281380753138075,,0.0518518518518518
G2102090,1860,0.0,0.0,282.0,24.0,2.718513853904282,,0.0851063829787234
G2102130,1860,0.0,0.0,143.0,4.0,2.980970504281637,,0.0279720279720279
G2102150,1860,0.0,0.0,126.0,10.0,3.0155807365439093,,0.0793650793650793
G2102170,1860,0.0,0.0,150.0,7.0,3.235294117647059,,0.0466666666666666
G2102190,1860,0.0,0.0,151.0,6.0,3.254035683942226,,0.0397350993377483
G2102250,1860,0.0,0.0,147.0,8.0,2.663281667557456,,0.0544217687074829
G2102270,1860,0.0,0.0,297.0,7.0,2.6690258118234804,,0.0235690235690235
G2102310,1860,0.0,0.0,224.0,9.0,3.4426751592356686,,0.0401785714285714
G2102350,1860,0.0,0.0,171.0,4.0,3.3539282990083907,,0.023391812865497
G2102390,1860,0.0,0.0,201.0,21.0,2.7757510729613735,,0.1044776119402985
G2101250,1860,0.0,0.0,116.0,6.0,3.5315729047072333,,0.0517241379310344
G2205.00,1860,0.0,0.0,71.0,0.0,2.607843137254902,,0.0
G2209.00,1860,0.0,0.0,47.0,4.0,3.255698711595639,,0.0851063829787234
G22021.0,1860,0.0,0.0,30.0,2.0,2.7621951219512195,,0.0666666666666666
G22035.0,1860,0.0,0.0,20.0,4.0,1.907725321888412,,0.2
G22025.0,1860,0.0,0.0,53.0,10.0,2.7223942208462333,,0.1886792452830188
G22037.0,1860,0.0,0.0,60.0,7.0,2.707386363636364,,0.1166666666666666
G2201250,1860,0.0,0.0,43.0,3.0,2.133786848072562,,0.0697674418604651
G22055.0,1860,0.0,0.0,81.0,8.0,2.8351063829787235,,0.0987654320987654
G22057.0,1860,0.0,0.0,97.0,5.0,2.6990616621983916,,0.0515463917525773
